SAPID,Date,Unit_id,Unit_name,retirement
SAPID,Date,Unit_id,Unit_name,retirement
SAPID,Date,Unit_id,Unit_name,retirement
"11015316","39965","50000143","Wydz.Biochemii, Biofiz. i",
"11015328","40452","50000134","Wydział Prawa i Administr",
"11015329","39965","50000138","Wydział Polonistyki",
"11015330","40575","50000137","Wydział Filologiczny",
"11015350","40575","50000139","Wydz. Fizyki, Astronom. i",
"11015365","39965","50000134","Wydział Prawa i Administr",
"11015367","39965","50000138","Wydział Polonistyki",
"11015368","41061","50000138","Wydział Polonistyki",
"11015376","41183","50000136","Wydział Historyczny",
"11015378","40603","50000137","Wydział Filologiczny",
"11015383","39995","50000141","Wydział Chemii",
"11015390","41153","50000140","Wydział Matematyki i Info",
"11015393","40850","50000140","Wydział Matematyki i Info",
"11015394","39814","50000053","Pion Prorektora ds. dydak",
"11015395","40087","50000140","Wydział Matematyki i Info",
"11015400","39965","50000134","Wydział Prawa i Administr",
"11015402","39814","50000134","Wydział Prawa i Administr",
"11015403","41275","50000145","Wydz. Studiów Międzynarod",
"11015410","39814","50000141","Wydział Chemii",
"11015411","39814","50000141","Wydział Chemii",
"11015425","41153","50000135","Wydział Filozoficzny",
"11015433","40575","50000144","Wydz. Zarządz. i Komunika",
"11015434","40648","50000136","Wydział Historyczny",
"11015435","39814","50000053","Pion Prorektora ds. dydak",
"11015438","39965","50000136","Wydział Historyczny",
"11015439","39814","50000138","Wydział Polonistyki",
"11015459","39814","50000143","Wydz.Biochemii, Biofiz. i",
"11015461","40890","50000142","Wydział Biologii i Nauk o",
"11015463","39814","50000142","Wydział Biologii i Nauk o",
"11015466","41065","50000142","Wydział Biologii i Nauk o",
"11015468","41153","50000137","Wydział Filologiczny",
"11015472","40575","50000139","Wydz. Fizyki, Astronom. i",
"11015476","41153","50000145","Wydz. Studiów Międzynarod",
"11015483","40603","50000137","Wydział Filologiczny",
"11015493","40483","50000135","Wydział Filozoficzny",
"11015525","39934","50000053","Pion Prorektora ds. dydak",
"11015535","40725","50000135","Wydział Filozoficzny",
"11015536","40575","50000144","Wydz. Zarządz. i Komunika",
"11015537","40725","50000135","Wydział Filozoficzny",
"11015543","39814","50000142","Wydział Biologii i Nauk o",
"11015544","40575","50000139","Wydz. Fizyki, Astronom. i",
"11015548","41122","50000145","Wydz. Studiów Międzynarod",
"11015551","39814","50000137","Wydział Filologiczny",
"11015553","39814","50000144","Wydz. Zarządz. i Komunika",
"11015561","39814","50000139","Wydz. Fizyki, Astronom. i",
"11015573","39814","50000142","Wydział Biologii i Nauk o",
"11015577","39965","50000136","Wydział Historyczny",
"11015580","39814","50000135","Wydział Filozoficzny",
"11015581","40669","50000143","Wydz.Biochemii, Biofiz. i",
"11015591","41183","50000142","Wydział Biologii i Nauk o",
"11015595","39814","50000140","Wydział Matematyki i Info",
"11015600","40483","50000145","Wydz. Studiów Międzynarod",
"11015604","39814","50000137","Wydział Filologiczny",
"11015605","39814","50000140","Wydział Matematyki i Info",
"11015606","41153","50000141","Wydział Chemii",
"11015617","40575","50000137","Wydział Filologiczny",
"11015621","41091","50000139","Wydz. Fizyki, Astronom. i",
"11015624","40940","50000138","Wydział Polonistyki",
"11015680","39814","50000142","Wydział Biologii i Nauk o",
"11015688","40634","50000142","Wydział Biologii i Nauk o",
"11015698","40855","50000142","Wydział Biologii i Nauk o",
"11015699","40664","50000142","Wydział Biologii i Nauk o",
"11015705","40817","50000141","Wydział Chemii",
"11015733","39934","50000053","Pion Prorektora ds. dydak",
"11015737","40452","50000145","Wydz. Studiów Międzynarod",
"11015738","39934","50000053","Pion Prorektora ds. dydak",
"11015740","39814","50000142","Wydział Biologii i Nauk o",
"11015749","40330","50000135","Wydział Filozoficzny",
"11015750","39814","50000141","Wydział Chemii",
"11015751","40817","50000144","Wydz. Zarządz. i Komunika",
"11015753","40544","50000144","Wydz. Zarządz. i Komunika",
"11015756","40669","50000143","Wydz.Biochemii, Biofiz. i",
"11015757","41183","50000144","Wydz. Zarządz. i Komunika",
"11015758","39814","50000144","Wydz. Zarządz. i Komunika",
"11015760","39814","50000137","Wydział Filologiczny",
"11015762","40942","50000139","Wydz. Fizyki, Astronom. i",
"11015768","39814","50000139","Wydz. Fizyki, Astronom. i",
"11015772","40204","50000141","Wydział Chemii",
"11015773","39814","50000140","Wydział Matematyki i Info",
"11015774","41081","50000140","Wydział Matematyki i Info",
"11015775","40087","50000140","Wydział Matematyki i Info",
"11015783","40710","50000137","Wydział Filologiczny",
"11015783","42278","50000135","Wydział Filozoficzny",
"11015784","39934","50000053","Pion Prorektora ds. dydak",
"11015788","39814","50000144","Wydz. Zarządz. i Komunika",
"11015790","40140","50000134","Wydział Prawa i Administr",
"11015792","41091","50000138","Wydział Polonistyki",
"11015793","39814","50000144","Wydz. Zarządz. i Komunika",
"11015795","39814","50000142","Wydział Biologii i Nauk o",
"11015798","40603","50000142","Wydział Biologii i Nauk o",
"11015801","39934","50000053","Pion Prorektora ds. dydak",
"11015807","40504","50000144","Wydz. Zarządz. i Komunika",
"11015812","40603","50000142","Wydział Biologii i Nauk o",
"11015813","39965","50000136","Wydział Historyczny",
"11015816","41153","50000138","Wydział Polonistyki",
"11015821","41153","50000136","Wydział Historyczny",
"11015822","39934","50000053","Pion Prorektora ds. dydak",
"11015824","40940","50000134","Wydział Prawa i Administr",
"11015827","40452","50000137","Wydział Filologiczny",
"11015828","41061","50000137","Wydział Filologiczny",
"11015829","41061","50000137","Wydział Filologiczny",
"11015830","39814","50000137","Wydział Filologiczny",
"11015834","40603","50000137","Wydział Filologiczny",
"11015842","40452","50000137","Wydział Filologiczny",
"11015849","41183","50000134","Wydział Prawa i Administr",
"11015854","39965","50000136","Wydział Historyczny",
"11015863","39965","50000136","Wydział Historyczny",
"11015869","40452","50000139","Wydz. Fizyki, Astronom. i",
"11015875","39814","50000134","Wydział Prawa i Administr",
"11015876","40909","50000134","Wydział Prawa i Administr",
"11015878","39814","50000135","Wydział Filozoficzny",
"11015880","39814","50000142","Wydział Biologii i Nauk o",
"11015887","40967","50000134","Wydział Prawa i Administr",
"11015898","40483","50000140","Wydział Matematyki i Info",
"11015899","41275","50000055","Pion Pror. ds. polit. kad",
"11015902","40118","50000135","Wydział Filozoficzny",
"11015903","39814","50000142","Wydział Biologii i Nauk o",
"11015911","41091","50000135","Wydział Filozoficzny",
"11015918","39934","50000053","Pion Prorektora ds. dydak",
"11015957","39966","50000142","Wydział Biologii i Nauk o",
"11015978","39814","50000141","Wydział Chemii",
"11015993","41183","50000144","Wydz. Zarządz. i Komunika",
"11015995","41275","50000144","Wydz. Zarządz. i Komunika",
"11015996","39814","50000142","Wydział Biologii i Nauk o",
"11015997","39965","50000142","Wydział Biologii i Nauk o",
"11015999","40885","50000139","Wydz. Fizyki, Astronom. i",
"11016000","41183","50000139","Wydz. Fizyki, Astronom. i",
"11016006","40575","50000139","Wydz. Fizyki, Astronom. i",
"11016008","41153","50000136","Wydział Historyczny",
"11016010","39934","50000143","Wydz.Biochemii, Biofiz. i",
"11016013","39965","50000136","Wydział Historyczny",
"11016014","39814","50000134","Wydział Prawa i Administr",
"11016015","39814","50000134","Wydział Prawa i Administr",
"11016017","40878","50000134","Wydział Prawa i Administr",
"11016018","39814","50000134","Wydział Prawa i Administr",
"11016022","39934","50000053","Pion Prorektora ds. dydak",
"11016025","40087","50000137","Wydział Filologiczny",
"11016026","40575","50000137","Wydział Filologiczny",
"11016032","40882","50000145","Wydz. Studiów Międzynarod",
"11016036","40634","50000137","Wydział Filologiczny",
"11016037","39814","50000137","Wydział Filologiczny",
"11016038","41153","50000137","Wydział Filologiczny",
"11016040","40504","50000144","Wydz. Zarządz. i Komunika",
"11016046","39814","50000144","Wydz. Zarządz. i Komunika",
"11016048","41153","50000135","Wydział Filozoficzny",
"11016049","39965","50000139","Wydz. Fizyki, Astronom. i",
"11016056","39814","50000135","Wydział Filozoficzny",
"11016057","39814","50000143","Wydz.Biochemii, Biofiz. i",
"11016058","39934","50000053","Pion Prorektora ds. dydak",
"11016059","41093","50000137","Wydział Filologiczny",
"11016060","41153","50000137","Wydział Filologiczny",
"11016062","39814","50000137","Wydział Filologiczny",
"11016072","40817","50000140","Wydział Matematyki i Info",
"11016076","41200","50000137","Wydział Filologiczny",
"11016082","39814","50000137","Wydział Filologiczny",
"11016093","39934","50000053","Pion Prorektora ds. dydak",
"11016100","39965","50000138","Wydział Polonistyki",
"11016101","41183","50000134","Wydział Prawa i Administr",
"11016104","39814","50000136","Wydział Historyczny",
"11016105","39814","50000134","Wydział Prawa i Administr",
"11016107","40603","50000137","Wydział Filologiczny",
"11016111","41183","50000136","Wydział Historyczny",
"11016123","40575","50000139","Wydz. Fizyki, Astronom. i",
"11016140","41248","50000141","Wydział Chemii",
"11016144","39814","50000144","Wydz. Zarządz. i Komunika",
"11016147","41153","50000135","Wydział Filozoficzny",
"11016148","39965","50000135","Wydział Filozoficzny",
"11016149","40634","50000137","Wydział Filologiczny",
"11016150","39965","50000145","Wydz. Studiów Międzynarod",
"11016177","39814","50000142","Wydział Biologii i Nauk o",
"11016184","41214","50000144","Wydz. Zarządz. i Komunika",
"11016198","41153","50000144","Wydz. Zarządz. i Komunika",
"11016199","40180","50000144","Wydz. Zarządz. i Komunika",
"11016206","39814","50000134","Wydział Prawa i Administr",
"11016216","41061","50000137","Wydział Filologiczny",
"11016252","39814","50000134","Wydział Prawa i Administr",
"11016267","40664","50000141","Wydział Chemii",
"11016274","40452","50000140","Wydział Matematyki i Info",
"11016286","39934","50000053","Pion Prorektora ds. dydak",
"11016290","40185","50000139","Wydz. Fizyki, Astronom. i",
"11016294","40913","50000139","Wydz. Fizyki, Astronom. i",
"11016300","40817","50000145","Wydz. Studiów Międzynarod",
"11016302","40634","50000137","Wydział Filologiczny",
"11016304","40122","50000137","Wydział Filologiczny",
"11016305","40087","50000145","Wydz. Studiów Międzynarod",
"11016317","41030","50000137","Wydział Filologiczny",
"11016319","39814","50000142","Wydział Biologii i Nauk o",
"11016321","40848","50000138","Wydział Polonistyki",
"11016324","41153","50000136","Wydział Historyczny",
"11016325","41218","50000134","Wydział Prawa i Administr",
"11016328","41153","50000145","Wydz. Studiów Międzynarod",
"11016343","39814","50000145","Wydz. Studiów Międzynarod",
"11016344","41153","50000137","Wydział Filologiczny",
"11016348","41254","50000142","Wydział Biologii i Nauk o",
"11016360","40210","50000144","Wydz. Zarządz. i Komunika",
"11016365","40575","50000139","Wydz. Fizyki, Astronom. i",
"11016369","40179","50000135","Wydział Filozoficzny",
"11016371","39814","50000139","Wydz. Fizyki, Astronom. i",
"11016382","41153","50000137","Wydział Filologiczny",
"11016385","40603","50000137","Wydział Filologiczny",
"11016389","41153","50000141","Wydział Chemii",
"11016394","41122","50000144","Wydz. Zarządz. i Komunika",
"11016396","40909","50000053","Pion Prorektora ds. dydak",
"11016409","40603","50000137","Wydział Filologiczny",
"11016411","40710","50000137","Wydział Filologiczny",
"11016431","39965","50000142","Wydział Biologii i Nauk o",
"11016435","40603","50000139","Wydz. Fizyki, Astronom. i",
"11016440","39814","50000144","Wydz. Zarządz. i Komunika",
"11016446","39814","50000137","Wydział Filologiczny",
"11016507","40269","50000144","Wydz. Zarządz. i Komunika",
"11016510","40829","50000144","Wydz. Zarządz. i Komunika",
"11016523","39814","50000135","Wydział Filozoficzny",
"11016535","39814","50000135","Wydział Filozoficzny",
"11016542","39814","50000144","Wydz. Zarządz. i Komunika",
"11016545","39814","50000134","Wydział Prawa i Administr",
"11016588","39814","50000143","Wydz.Biochemii, Biofiz. i",
"11016614","39965","50000139","Wydz. Fizyki, Astronom. i",
"11016615","39814","50000139","Wydz. Fizyki, Astronom. i",
"11016618","41183","50000134","Wydział Prawa i Administr",
"11016637","39965","50000143","Wydz.Biochemii, Biofiz. i",
"11016638","39814","50000137","Wydział Filologiczny",
"11016640","39814","50000137","Wydział Filologiczny",
"11016645","40452","50000137","Wydział Filologiczny",
"11016647","39814","50000145","Wydz. Studiów Międzynarod",
"11016649","39965","50000138","Wydział Polonistyki",
"11016652","39965","50000138","Wydział Polonistyki",
"11016655","40817","50000137","Wydział Filologiczny",
"11016684","40816","50000144","Wydz. Zarządz. i Komunika",
"11016688","40180","50000144","Wydz. Zarządz. i Komunika",
"11016695","39814","50000145","Wydz. Studiów Międzynarod",
"11016696","40087","50000145","Wydz. Studiów Międzynarod",
"11016697","39814","50000134","Wydział Prawa i Administr",
"11016698","39814","50000134","Wydział Prawa i Administr",
"11016700","39814","50000145","Wydz. Studiów Międzynarod",
"11016701","40634","50000134","Wydział Prawa i Administr",
"11016702","40087","50000134","Wydział Prawa i Administr",
"11016713","41183","50000142","Wydział Biologii i Nauk o",
"11016717","40603","50000142","Wydział Biologii i Nauk o",
"11016727","39814","50000144","Wydz. Zarządz. i Komunika",
"11016737","41153","50000137","Wydział Filologiczny",
"11016738","40940","50000138","Wydział Polonistyki",
"11016739","41183","50000137","Wydział Filologiczny",
"11016744","39814","50000145","Wydz. Studiów Międzynarod",
"11016752","40725","50000136","Wydział Historyczny",
"11016755","40909","50000136","Wydział Historyczny",
"11016761","40603","50000137","Wydział Filologiczny",
"11016773","40940","50000135","Wydział Filozoficzny",
"11016779","40603","50000144","Wydz. Zarządz. i Komunika",
"11016784","40909","50000143","Wydz.Biochemii, Biofiz. i",
"11016790","41153","50000136","Wydział Historyczny",
"11016791","41218","50000136","Wydział Historyczny",
"11016802","40634","50000142","Wydział Biologii i Nauk o",
"11016806","41183","50000143","Wydz.Biochemii, Biofiz. i",
"11016808","41275","50000144","Wydz. Zarządz. i Komunika",
"11016829","41000","50000135","Wydział Filozoficzny",
"11016855","39814","50000141","Wydział Chemii",
"11016887","39934","50000053","Pion Prorektora ds. dydak",
"11016893","40452","50000137","Wydział Filologiczny",
"11016900","40603","50000137","Wydział Filologiczny",
"11016906","41061","50000141","Wydział Chemii",
"11016924","40180","50000144","Wydz. Zarządz. i Komunika",
"11016925","40631","50000144","Wydz. Zarządz. i Komunika",
"11016927","39814","50000137","Wydział Filologiczny",
"11016928","39814","50000137","Wydział Filologiczny",
"11016929","39840","50000137","Wydział Filologiczny",
"11016935","40885","50000144","Wydz. Zarządz. i Komunika",
"11016941","39814","50000137","Wydział Filologiczny",
"11016942","39814","50000137","Wydział Filologiczny",
"11016946","41061","50000137","Wydział Filologiczny",
"11016964","39814","50000135","Wydział Filozoficzny",
"11016965","40210","50000135","Wydział Filozoficzny",
"11016972","39814","50000143","Wydz.Biochemii, Biofiz. i",
"11016977","39814","50000145","Wydz. Studiów Międzynarod",
"11016980","41153","50000144","Wydz. Zarządz. i Komunika",
"11016983","39814","50000144","Wydz. Zarządz. i Komunika",
"11016984","40180","50000144","Wydz. Zarządz. i Komunika",
"11016990","41153","50000135","Wydział Filozoficzny",
"11016991","40452","50000145","Wydz. Studiów Międzynarod",
"11016995","41153","50000144","Wydz. Zarządz. i Komunika",
"11016999","39814","50000134","Wydział Prawa i Administr",
"11017002","39965","50000138","Wydział Polonistyki",
"11017016","39965","50000138","Wydział Polonistyki",
"11017024","41153","50000135","Wydział Filozoficzny",
"11017033","41054","50000136","Wydział Historyczny",
"11017043","40725","50000139","Wydz. Fizyki, Astronom. i",
"11017044","39965","50000139","Wydz. Fizyki, Astronom. i",
"11017068","40087","50000136","Wydział Historyczny",
"11017069","41218","50000136","Wydział Historyczny",
"11017080","41153","50000135","Wydział Filozoficzny",
"11017084","40087","50000053","Pion Prorektora ds. dydak",
"11017104","39814","50000142","Wydział Biologii i Nauk o",
"11017107","41183","50000135","Wydział Filozoficzny",
"11017112","39814","50000135","Wydział Filozoficzny",
"11017114","39814","50000141","Wydział Chemii",
"11017125","40817","50000143","Wydz.Biochemii, Biofiz. i",
"11017126","40634","50000137","Wydział Filologiczny",
"11017127","39814","50000140","Wydział Matematyki i Info",
"11017128","39814","50000140","Wydział Matematyki i Info",
"11017133","39814","50000135","Wydział Filozoficzny",
"11017134","41153","50000135","Wydział Filozoficzny",
"11017135","39965","50000142","Wydział Biologii i Nauk o",
"11017146","40575","50000141","Wydział Chemii",
"11017155","39814","50000141","Wydział Chemii",
"11017164","39814","50000142","Wydział Biologii i Nauk o",
"11017168","39965","50000136","Wydział Historyczny",
"11017173","41091","50000138","Wydział Polonistyki",
"11017177","39814","50000137","Wydział Filologiczny",
"11017178","40452","50000145","Wydz. Studiów Międzynarod",
"11017179","40817","50000137","Wydział Filologiczny",
"11017185","39934","50000053","Pion Prorektora ds. dydak",
"11017186","39934","50000053","Pion Prorektora ds. dydak",
"11017187","40087","50000053","Pion Prorektora ds. dydak",
"11017195","41153","50000136","Wydział Historyczny",
"11017203","40513","50000144","Wydz. Zarządz. i Komunika",
"11017207","39965","50000144","Wydz. Zarządz. i Komunika",
"11017208","39814","50000144","Wydz. Zarządz. i Komunika",
"11017209","41179","50000144","Wydz. Zarządz. i Komunika",
"11017212","39934","50000053","Pion Prorektora ds. dydak",
"11017213","40575","50000142","Wydział Biologii i Nauk o",
"11017223","41153","50000135","Wydział Filozoficzny",
"11017226","40969","50000137","Wydział Filologiczny",
"11017228","39965","50000136","Wydział Historyczny",
"11017229","40641","50000136","Wydział Historyczny",
"11017230","40725","50000136","Wydział Historyczny",
"11017231","40676","50000136","Wydział Historyczny",
"11017234","40848","50000137","Wydział Filologiczny",
"11017243","40087","50000134","Wydział Prawa i Administr",
"11017244","39814","50000145","Wydz. Studiów Międzynarod",
"11017246","39965","50000134","Wydział Prawa i Administr",
"11017249","39814","50000140","Wydział Matematyki i Info",
"11017255","41183","50000144","Wydz. Zarządz. i Komunika",
"11017263","41183","50000145","Wydz. Studiów Międzynarod",
"11017276","41000","50000055","Pion Pror. ds. polit. kad",
"11017283","40087","50000134","Wydział Prawa i Administr",
"11017303","41153","50000145","Wydz. Studiów Międzynarod",
"11017327","39814","50000141","Wydział Chemii",
"11017330","40634","50000137","Wydział Filologiczny",
"11017332","39965","50000143","Wydz.Biochemii, Biofiz. i",
"11017351","40444","50000053","Pion Prorektora ds. dydak",
"11017361","41153","50000137","Wydział Filologiczny",
"11017362","40452","50000137","Wydział Filologiczny",
"11017364","39965","50000138","Wydział Polonistyki",
"11017365","40575","50000137","Wydział Filologiczny",
"11017368","40634","50000138","Wydział Polonistyki",
"11017369","40087","50000137","Wydział Filologiczny",
"11017373","40210","50000144","Wydz. Zarządz. i Komunika",
"11017374","41183","50000144","Wydz. Zarządz. i Komunika",
"11017375","39814","50000145","Wydz. Studiów Międzynarod",
"11017377","41183","50000144","Wydz. Zarządz. i Komunika",
"11017378","40575","50000137","Wydział Filologiczny",
"11017381","40878","50000142","Wydział Biologii i Nauk o",
"11017382","41086","50000142","Wydział Biologii i Nauk o",
"11017383","39814","50000144","Wydz. Zarządz. i Komunika",
"11017386","39965","50000135","Wydział Filozoficzny",
"11017388","39814","50000135","Wydział Filozoficzny",
"11017391","39934","50000053","Pion Prorektora ds. dydak",
"11017393","40179","50000144","Wydz. Zarządz. i Komunika",
"11017395","39965","50000134","Wydział Prawa i Administr",
"11017398","39965","50000138","Wydział Polonistyki",
"11017401","39814","50000134","Wydział Prawa i Administr",
"11017402","41153","50000145","Wydz. Studiów Międzynarod",
"11017403","39814","50000134","Wydział Prawa i Administr",
"11017404","40969","50000134","Wydział Prawa i Administr",
"11017406","39814","50000144","Wydz. Zarządz. i Komunika",
"11017412","40087","50000053","Pion Prorektora ds. dydak",
"11017414","39814","50000140","Wydział Matematyki i Info",
"11017415","39814","50000140","Wydział Matematyki i Info",
"11017416","40483","50000140","Wydział Matematyki i Info",
"11017421","39934","50000053","Pion Prorektora ds. dydak",
"11017422","39934","50000053","Pion Prorektora ds. dydak",
"11017424","39934","50000053","Pion Prorektora ds. dydak",
"11017426","39840","50000137","Wydział Filologiczny",
"11017427","41153","50000136","Wydział Historyczny",
"11017430","40487","50000144","Wydz. Zarządz. i Komunika",
"11017432","39814","50000144","Wydz. Zarządz. i Komunika",
"11017433","41183","50000134","Wydział Prawa i Administr",
"11017456","40483","50000143","Wydz.Biochemii, Biofiz. i",
"11017463","41214","50000144","Wydz. Zarządz. i Komunika",
"11017472","39814","50000135","Wydział Filozoficzny",
"11017473","39814","50000135","Wydział Filozoficzny",
"11017474","39965","50000136","Wydział Historyczny",
"11017477","40154","50000134","Wydział Prawa i Administr",
"11017480","39965","50000135","Wydział Filozoficzny",
"11017487","41191","50000145","Wydz. Studiów Międzynarod",
"11017510","40878","50000138","Wydział Polonistyki",
"11017533","40483","50000142","Wydział Biologii i Nauk o",
"11017557","40575","50000145","Wydz. Studiów Międzynarod",
"11017559","39814","50000145","Wydz. Studiów Międzynarod",
"11017562","40575","50000145","Wydz. Studiów Międzynarod",
"11017563","40575","50000145","Wydz. Studiów Międzynarod",
"11017572","39965","50000134","Wydział Prawa i Administr",
"11017573","39934","50000053","Pion Prorektora ds. dydak",
"11017578","41153","50000144","Wydz. Zarządz. i Komunika",
"11017581","39814","50000144","Wydz. Zarządz. i Komunika",
"11017584","39814","50000137","Wydział Filologiczny",
"11017586","39965","50000134","Wydział Prawa i Administr",
"11017591","40634","50000137","Wydział Filologiczny",
"11017592","40634","50000137","Wydział Filologiczny",
"11017593","40575","50000137","Wydział Filologiczny",
"11017594","39965","50000138","Wydział Polonistyki",
"11017595","41264","50000137","Wydział Filologiczny",
"11017599","41183","50000145","Wydz. Studiów Międzynarod",
"11017600","39965","50000136","Wydział Historyczny",
"11017605","41183","50000137","Wydział Filologiczny",
"11017610","39814","50000135","Wydział Filozoficzny",
"11017613","40504","50000144","Wydz. Zarządz. i Komunika",
"11017614","41091","50000144","Wydz. Zarządz. i Komunika",
"11017615","41091","50000144","Wydz. Zarządz. i Komunika",
"11017618","39965","50000135","Wydział Filozoficzny",
"11017621","39814","50000143","Wydz.Biochemii, Biofiz. i",
"11017622","39814","50000137","Wydział Filologiczny",
"11017624","40610","50000142","Wydział Biologii i Nauk o",
"11017625","39814","50000142","Wydział Biologii i Nauk o",
"11017626","41198","50000142","Wydział Biologii i Nauk o",
"11017627","40634","50000142","Wydział Biologii i Nauk o",
"11017628","40634","50000142","Wydział Biologii i Nauk o",
"11017629","40634","50000142","Wydział Biologii i Nauk o",
"11017634","41183","50000141","Wydział Chemii",
"11017635","39965","50000136","Wydział Historyczny",
"11017636","40634","50000136","Wydział Historyczny",
"11017637","39965","50000136","Wydział Historyczny",
"11017638","40515","50000136","Wydział Historyczny",
"11017639","39965","50000053","Pion Prorektora ds. dydak",
"11017641","39814","50000141","Wydział Chemii",
"11017642","39814","50000141","Wydział Chemii",
"11017645","39814","50000140","Wydział Matematyki i Info",
"11017648","40575","50000139","Wydz. Fizyki, Astronom. i",
"11017652","39814","50000134","Wydział Prawa i Administr",
"11017655","39814","50000145","Wydz. Studiów Międzynarod",
"11017656","39814","50000145","Wydz. Studiów Międzynarod",
"11017661","41183","50000053","Pion Prorektora ds. dydak",
"11017662","39814","50000135","Wydział Filozoficzny",
"11017663","41275","50000138","Wydział Polonistyki",
"11017664","39965","50000138","Wydział Polonistyki",
"11017669","41153","50000144","Wydz. Zarządz. i Komunika",
"11017670","40909","50000055","Pion Pror. ds. polit. kad",
"11017671","40885","50000137","Wydział Filologiczny",
"11017672","39965","50000143","Wydz.Biochemii, Biofiz. i",
"11017673","39814","50000142","Wydział Biologii i Nauk o",
"11017675","41153","50000135","Wydział Filozoficzny",
"11017708","39814","50000135","Wydział Filozoficzny",
"11017709","41214","50000142","Wydział Biologii i Nauk o",
"11017716","39814","50000141","Wydział Chemii",
"11017717","41091","50000141","Wydział Chemii",
"11017718","40575","50000137","Wydział Filologiczny",
"11017719","40575","50000144","Wydz. Zarządz. i Komunika",
"11017726","41183","50000134","Wydział Prawa i Administr",
"11017753","39814","50000144","Wydz. Zarządz. i Komunika",
"11017763","39814","50000135","Wydział Filozoficzny",
"11017764","39814","50000135","Wydział Filozoficzny",
"11017765","39814","50000135","Wydział Filozoficzny",
"11017766","39814","50000135","Wydział Filozoficzny",
"11017766","41913","50000144","Wydz. Zarządz. i Komunika",
"11017767","39814","50000135","Wydział Filozoficzny",
"11017768","40940","50000135","Wydział Filozoficzny",
"11017769","39814","50000135","Wydział Filozoficzny",
"11017770","39814","50000135","Wydział Filozoficzny",
"11017775","40452","50000134","Wydział Prawa i Administr",
"11017777","39814","50000145","Wydz. Studiów Międzynarod",
"11017778","40513","50000145","Wydz. Studiów Międzynarod",
"11017779","39814","50000145","Wydz. Studiów Międzynarod",
"11017781","41153","50000145","Wydz. Studiów Międzynarod",
"11017783","40269","50000145","Wydz. Studiów Międzynarod",
"11017787","39814","50000143","Wydz.Biochemii, Biofiz. i",
"11017790","40452","50000137","Wydział Filologiczny",
"11017794","39814","50000140","Wydział Matematyki i Info",
"11017805","39965","50000136","Wydział Historyczny",
"11017806","39965","50000136","Wydział Historyczny",
"11017809","40452","50000053","Pion Prorektora ds. dydak",
"11017812","39814","50000134","Wydział Prawa i Administr",
"11017815","39814","50000145","Wydz. Studiów Międzynarod",
"11017816","39814","50000145","Wydz. Studiów Międzynarod",
"11017818","41183","50000137","Wydział Filologiczny",
"11017819","39965","50000138","Wydział Polonistyki",
"11017820","40634","50000137","Wydział Filologiczny",
"11017822","39965","50000138","Wydział Polonistyki",
"11017823","41061","50000137","Wydział Filologiczny",
"11017824","41183","50000137","Wydział Filologiczny",
"11017825","39965","50000138","Wydział Polonistyki",
"11017826","40817","50000137","Wydział Filologiczny",
"11017827","41061","50000137","Wydział Filologiczny",
"11017834","39814","50000138","Wydział Polonistyki",
"11017835","39965","50000138","Wydział Polonistyki",
"11017849","40878","50000135","Wydział Filozoficzny",
"11017850","40725","50000140","Wydział Matematyki i Info",
"11017858","41093","50000144","Wydz. Zarządz. i Komunika",
"11017859","40179","50000144","Wydz. Zarządz. i Komunika",
"11017860","41255","50000144","Wydz. Zarządz. i Komunika",
"11017861","39814","50000136","Wydział Historyczny",
"11017864","39814","50000137","Wydział Filologiczny",
"11017865","40575","50000137","Wydział Filologiczny",
"11017871","39965","50000142","Wydział Biologii i Nauk o",
"11017873","39814","50000145","Wydz. Studiów Międzynarod",
"11017875","39814","50000145","Wydz. Studiów Międzynarod",
"11017876","39814","50000145","Wydz. Studiów Międzynarod",
"11017878","39814","50000141","Wydział Chemii",
"11017882","39965","50000053","Pion Prorektora ds. dydak",
"11017885","39814","50000139","Wydz. Fizyki, Astronom. i",
"11017887","41046","50000139","Wydz. Fizyki, Astronom. i",
"11017888","40634","50000134","Wydział Prawa i Administr",
"11017891","40544","50000135","Wydział Filozoficzny",
"11017893","39965","50000135","Wydział Filozoficzny",
"11017895","41153","50000135","Wydział Filozoficzny",
"11017896","39814","50000135","Wydział Filozoficzny",
"11017897","39814","50000135","Wydział Filozoficzny",
"11017900","39814","50000145","Wydz. Studiów Międzynarod",
"11017900","42064","50000134","Wydział Prawa i Administr",
"11017905","39814","50000143","Wydz.Biochemii, Biofiz. i",
"11017910","41183","50000145","Wydz. Studiów Międzynarod",
"11017914","39814","50000145","Wydz. Studiów Międzynarod",
"11017919","40544","50000144","Wydz. Zarządz. i Komunika",
"11017923","40210","50000144","Wydz. Zarządz. i Komunika",
"11017925","39814","50000135","Wydział Filozoficzny",
"11017926","40107","50000144","Wydz. Zarządz. i Komunika",
"11017942","39965","50000136","Wydział Historyczny",
"11017950","39965","50000138","Wydział Polonistyki",
"11017955","39965","50000135","Wydział Filozoficzny",
"11017956","40909","50000053","Pion Prorektora ds. dydak",
"11017965","40238","50000144","Wydz. Zarządz. i Komunika",
"11017971","39934","50000145","Wydz. Studiów Międzynarod",
"11017974","41183","50000145","Wydz. Studiów Międzynarod",
"11017983","39814","50000136","Wydział Historyczny",
"11017989","40513","50000135","Wydział Filozoficzny",
